price,area,bedrooms,bathrooms,address,price_per_m2
1.59,50.0,2.0,1.0,quận 6,0.0318
4.5,72.0,2.0,2.0,nhà bè,0.0625
3.92,69.0,2.0,2.0,quận 9,0.05681159420289855
6.5,87.0,2.0,2.0,quận 2,0.07471264367816093
12.0,70.0,11.0,11.0,bình thạnh,0.17142857142857143
3.95,79.0,2.0,2.0,quận 9,0.05
1.88,74.0,2.0,2.0,quận 8,0.025405405405405403
4.4,71.0,2.0,2.0,nhà bè,0.0619718309859155
2.155,75.0,2.0,2.0,quận 3,0.02873333333333333
1.595,60.0,2.0,1.0,quận 3,0.026583333333333334
2.75,69.0,2.0,2.0,quận 9,0.03985507246376811
17.5,83.0,2.0,2.0,quận 2,0.21084337349397592
3.1,69.0,2.0,2.0,quận 9,0.04492753623188406
10.0,126.0,3.0,3.0,bình thạnh,0.07936507936507936
3.7,56.0,2.0,1.0,nhà bè,0.06607142857142857
4.45,73.0,2.0,2.0,quận 9,0.06095890410958904
5.3,70.0,2.0,2.0,quận 7,0.0757142857142857
20.0,156.0,9.0,0.0,phú nhuận,0.1282051282051282
2.83,92.0,3.0,2.0,quận 4,0.030760869565217393
3.12,59.0,2.0,2.0,quận 9,0.05288135593220339
3.5,56.0,2.0,1.0,nhà bè,0.0625
6.8,91.0,2.0,2.0,quận 10,0.07472527472527472
4.4,70.0,2.0,2.0,nhà bè,0.06285714285714286
28.0,740.0,21.0,22.0,quận 9,0.03783783783783784
1.4,55.0,2.0,2.0,bình chánh,0.025454545454545452
16.0,170.0,5.0,4.0,nhà bè,0.09411764705882353
8.2,92.0,2.0,2.0,quận 2,0.0891304347826087
5.1,70.6,2.0,2.0,quận 9,0.07223796033994334
5.7,76.0,2.0,2.0,nhà bè,0.075
1.65,47.0,1.0,1.0,quận 9,0.0351063829787234
3.8,49.0,1.0,1.0,quận 2,0.07755102040816327
2.6,67.5,2.0,2.0,quận 9,0.03851851851851852
17.5,192.5,5.0,0.0,quận 2,0.09090909090909091
15.45,55.0,1.0,1.0,quận 2,0.2809090909090909
3.09,81.3,3.0,2.0,quận 9,0.03800738007380074
7.0,51.0,1.0,1.0,quận 2,0.13725490196078433
4.2,75.0,2.0,2.0,bình tân,0.056
1.8,75.0,2.0,1.0,quận 8,0.024
5.5,92.5,2.0,2.0,tân phú,0.05945945945945946
3.68,80.0,2.0,2.0,quận 5,0.046
13.0,147.0,3.0,2.0,quận 7,0.08843537414965986
4.4,70.96,2.0,2.0,nhà bè,0.062006764374295385
4.8,73.0,2.0,2.0,tân bình,0.06575342465753424
1.46,76.0,2.0,2.0,quận 5,0.019210526315789473
3.7,70.0,2.0,2.0,quận 7,0.05285714285714286
13.0,100.0,2.0,2.0,quận 2,0.13
0.066,51.0,1.0,1.0,quận 6,0.0012941176470588236
2.45,60.5,2.0,1.0,quận 5,0.04049586776859505
2.95,98.0,3.0,3.0,quận 3,0.03010204081632653
1.15,68.0,2.0,2.0,quận 5,0.016911764705882352
1.77,55.0,1.0,1.0,quận 3,0.03218181818181818
5.1,80.0,2.0,2.0,quận 1,0.06375
5.68,65.0,2.0,2.0,quận 7,0.08738461538461538
5.45,30.0,3.0,4.0,bình thạnh,0.18166666666666667
2.2,47.0,1.0,1.0,quận 9,0.04680851063829788
1.89,10.0,2.0,2.0,quận 3,0.189
7.6,80.0,2.0,2.0,quận 4,0.095
2.55,48.4,1.0,1.0,quận 9,0.05268595041322314
3.25,65.0,2.0,2.0,quận 9,0.05
11.0,120.0,3.0,3.0,bình thạnh,0.09166666666666666
3.9,80.0,3.0,3.0,quận 2,0.04875
11.2,159.7,3.0,3.0,quận 7,0.07013149655604257
6.6,70.0,2.0,2.0,quận 7,0.09428571428571428
18.0,127.0,3.0,2.0,quận 2,0.14173228346456693
4.7,93.0,2.0,2.0,quận 9,0.05053763440860215
12.8,86.0,2.0,2.0,bình thạnh,0.14883720930232558
10.2,138.0,4.0,3.0,quận 10,0.07391304347826086
4.15,57.0,2.0,1.0,quận 7,0.07280701754385965
4.0,87.0,3.0,0.0,bình tân,0.04597701149425287
26.0,125.0,3.0,2.0,quận 2,0.208
4.35,54.33,2.0,1.0,quận 9,0.0800662617338487
2.7,60.0,2.0,2.0,bình thạnh,0.045000000000000005
40.0,129.0,3.0,2.0,quận 2,0.31007751937984496
5.0,70.3,2.0,2.0,quận 1,0.07112375533428165
9.2,60.0,4.0,4.0,gò vấp,0.15333333333333332
3.85,81.5,3.0,2.0,quận 9,0.04723926380368098
18.5,107.0,2.0,2.0,quận 2,0.17289719626168223
8.1,95.0,3.0,2.0,quận 7,0.08526315789473683
5.79,52.0,3.0,0.0,tân phú,0.11134615384615384
6.9,83.0,2.0,2.0,phú nhuận,0.08313253012048193
1.09,67.0,2.0,2.0,quận 6,0.01626865671641791
2.1,52.0,2.0,2.0,bình thạnh,0.04038461538461539
5.5,52.7,1.0,1.0,quận 2,0.10436432637571157
4.075,98.0,3.0,2.0,bình thạnh,0.041581632653061223
16.0,140.0,4.0,5.0,nhà bè,0.11428571428571428
1.58,59.0,2.0,1.0,quận 9,0.026779661016949154
4.399,86.0,2.0,2.0,quận 5,0.051151162790697674
7.8,71.7,2.0,2.0,quận 2,0.10878661087866108
11.2,98.5,3.0,2.0,quận 2,0.11370558375634517
12.0,117.93,2.0,2.0,quận 2,0.10175527855507503
5.4,72.0,2.0,2.0,quận 2,0.07500000000000001
1.95,46.5,1.0,1.0,quận 9,0.04193548387096774
5.3,70.61,2.0,2.0,nhà bè,0.07506018977481943
5.4,83.0,3.0,2.0,nhà bè,0.06506024096385543
1.285,86.0,2.0,2.0,quận 6,0.014941860465116278
2.3,52.2,1.0,1.0,bình chánh,0.044061302681992334
3.9,82.0,3.0,2.0,quận 9,0.0475609756097561
1.64,72.0,2.0,2.0,quận 3,0.022777777777777775
4.8,79.8,2.0,2.0,quận 9,0.06015037593984962
35.0,88.0,2.0,2.0,quận 1,0.3977272727272727
4.15,67.0,2.0,2.0,quận 9,0.061940298507462695
4.7,61.0,1.0,1.0,quận 10,0.07704918032786885
22.3,75.0,1.0,1.0,quận 1,0.29733333333333334
11.8,89.0,2.0,2.0,quận 2,0.13258426966292136
1.335,60.0,2.0,2.0,quận 8,0.02225
16.5,94.0,2.0,2.0,quận 2,0.17553191489361702
8.8,102.0,2.0,2.0,quận 2,0.08627450980392158
8.5,83.0,3.0,2.0,quận 4,0.10240963855421686
87.0,1155.0,33.0,33.0,quận 3,0.07532467532467532
6.5,92.42,3.0,2.0,nhà bè,0.07033109716511578
5.49,70.0,2.0,2.0,quận 7,0.07842857142857143
24.999,78.0,9.0,10.0,quận 3,0.3205
6.8,82.0,2.0,2.0,quận 7,0.08292682926829269
7.6,61.0,4.0,4.0,thủ đức,0.12459016393442622
2.25,52.0,1.0,1.0,nhà bè,0.04326923076923077
2.05,51.0,2.0,2.0,bình thạnh,0.040196078431372545
3.3,69.4,2.0,2.0,quận 9,0.047550432276657055
55.0,145.0,3.0,3.0,quận 2,0.3793103448275862
3.2,69.0,2.0,2.0,quận 9,0.0463768115942029
2.35,75.0,2.0,2.0,quận 5,0.03133333333333333
7.3,100.0,3.0,2.0,quận 9,0.073
3.95,100.0,3.0,3.0,quận 9,0.0395
6.4,85.0,2.0,2.0,tân phú,0.07529411764705883
79.0,240.0,6.0,7.0,phú nhuận,0.32916666666666666
4.158,83.0,2.0,2.0,bình thạnh,0.05009638554216868
26.0,233.0,28.0,28.0,quận 9,0.11158798283261803
1.388,80.64,2.0,2.0,quận 4,0.017212301587301585
5.2,100.0,2.0,2.0,quận 10,0.052000000000000005
22.0,85.0,5.0,6.0,tân phú,0.25882352941176473
1.99,32.0,1.0,2.0,quận 1,0.0621875
2.9,28.6,1.0,1.0,quận 9,0.10139860139860139
135.0,340.0,8.0,6.0,quận 2,0.39705882352941174
6.87,55.0,1.0,1.0,quận 2,0.12490909090909091
6.2,58.0,2.0,1.0,quận 3,0.10689655172413794
2.14,101.0,3.0,2.0,quận 3,0.02118811881188119
3.55,50.0,1.0,1.0,quận 10,0.071
8.9,51.0,4.0,5.0,tân bình,0.17450980392156865
15.0,100.0,3.0,2.0,quận 1,0.15
4.6,92.0,3.0,2.0,quận 9,0.049999999999999996
1.459,73.0,2.0,1.0,quận 5,0.019986301369863013
85.0,286.0,3.0,4.0,quận 2,0.2972027972027972
9.28,70.0,4.0,0.0,bình thạnh,0.13257142857142856
1.57,33.8,1.0,1.0,quận 9,0.04644970414201184
1.34,67.0,2.0,2.0,quận 2,0.02
18.0,127.0,3.0,2.0,quận 2,0.14173228346456693
7.8,70.0,2.0,2.0,quận 2,0.11142857142857143
3.85,97.0,2.0,2.0,quận 6,0.039690721649484534
2.17,54.0,2.0,2.0,bình thạnh,0.040185185185185185
5.0,71.0,2.0,2.0,quận 4,0.07042253521126761
8.0,82.0,2.0,2.0,quận 4,0.0975609756097561
5.3,114.6,5.0,3.0,bình tân,0.0462478184991274
4.3,61.0,2.0,1.0,quận 10,0.07049180327868852
2.9,53.68,1.0,1.0,quận 7,0.05402384500745156
5.1,48.2,1.0,1.0,quận 2,0.10580912863070538
8.0,100.0,3.0,2.0,quận 7,0.08
9.2,88.0,2.0,2.0,quận 2,0.10454545454545454
87.0,1155.0,33.0,33.0,quận 3,0.07532467532467532
8.9,197.0,6.0,6.0,quận 9,0.045177664974619294
1.625,58.0,2.0,1.0,quận 3,0.028017241379310345
4.1,75.0,2.0,2.0,nhà bè,0.05466666666666666
3.0,65.0,1.0,1.0,quận 9,0.046153846153846156
26.0,155.0,4.0,3.0,bình thạnh,0.16774193548387098
4.5,60.0,2.0,2.0,quận 10,0.075
4.4,70.45,2.0,2.0,nhà bè,0.0624556422995032
3.55,91.0,2.0,2.0,quận 3,0.03901098901098901
12.0,115.0,3.0,2.0,bình thạnh,0.10434782608695652
5.2,70.0,2.0,2.0,nhà bè,0.07428571428571429
13.0,119.0,3.0,2.0,quận 2,0.1092436974789916
1.605,71.0,2.0,2.0,quận 4,0.0226056338028169
6.2,150.0,3.0,2.0,quận 8,0.04133333333333333
11.0,100.0,3.0,2.0,quận 2,0.11
2.99,66.0,2.0,2.0,quận 8,0.0453030303030303
5.03,109.0,3.0,2.0,quận 8,0.04614678899082569
8.4,152.0,3.0,3.0,quận 7,0.05526315789473685
17.5,80.9,2.0,2.0,quận 2,0.21631644004944375
55.0,223.0,5.0,5.0,quận 2,0.24663677130044842
5.3,77.4,2.0,2.0,quận 7,0.06847545219638242
6.92,96.45,3.0,2.0,quận 9,0.07174701918092276
2.7,50.6,1.0,1.0,tân bình,0.05335968379446641
4.5,129.0,3.0,3.0,nhà bè,0.03488372093023256
2.5,67.6,2.0,2.0,quận 9,0.03698224852071006
3.88,82.0,3.0,2.0,bình tân,0.04731707317073171
5.4,104.0,3.0,3.0,quận 9,0.051923076923076926
23.0,140.0,3.0,2.0,quận 2,0.16428571428571428
8.3,76.2,2.0,2.0,quận 2,0.1089238845144357
13.5,100.0,2.0,2.0,quận 2,0.135
3.7,73.49,2.0,2.0,quận 7,0.05034698598448769
2.4,70.1,2.0,2.0,quận 9,0.034236804564907276
3.55,81.0,2.0,2.0,quận 8,0.04382716049382716
7.7,72.8,2.0,2.0,quận 2,0.10576923076923078
8.3,73.8,2.0,2.0,quận 2,0.11246612466124663
8.5,76.0,4.0,5.0,tân phú,0.1118421052631579
10.5,92.0,2.0,2.0,quận 2,0.11413043478260869
22.0,368.0,5.0,7.0,tân phú,0.059782608695652176
31.899,210.0,28.0,28.0,bình thạnh,0.1519
2.399,34.0,1.0,1.0,quận 5,0.07055882352941177
10.0,136.0,3.0,2.0,quận 6,0.07352941176470588
6.7,52.0,2.0,1.0,quận 1,0.12884615384615386
3.1,69.2,2.0,2.0,quận 9,0.044797687861271675
2.46,105.0,3.0,2.0,quận 2,0.023428571428571427
3.59,80.0,3.0,2.0,thủ đức,0.044875
16.9,70.0,9.0,9.0,bình thạnh,0.2414285714285714
5.4,58.0,2.0,1.0,quận 3,0.09310344827586207
11.9,120.0,7.0,4.0,quận 12,0.09916666666666667
3.9,60.0,2.0,1.0,bình chánh,0.065
13.7,64.0,1.0,1.0,quận 2,0.2140625
6.8,58.0,2.0,1.0,quận 3,0.11724137931034483
1.65,71.0,2.0,2.0,quận 8,0.02323943661971831
4.85,92.0,3.0,2.0,quận 9,0.05271739130434782
25.0,152.0,3.0,2.0,quận 2,0.16447368421052633
8.87,102.0,3.0,2.0,quận 2,0.08696078431372549
3.7,72.0,2.0,2.0,quận 7,0.051388888888888894
4.5,82.0,2.0,2.0,quận 4,0.054878048780487805
5.97,79.21,2.0,2.0,thủ đức,0.07536927155662164
6.5,75.0,3.0,2.0,quận 2,0.08666666666666667
2.0,58.0,2.0,2.0,bình thạnh,0.034482758620689655
1.625,58.0,2.0,1.0,quận 3,0.028017241379310345
10.25,80.3,2.0,2.0,quận 2,0.12764632627646327
2.15,106.6,3.0,2.0,quận 3,0.020168855534709193
5.5,58.0,1.0,1.0,quận 2,0.09482758620689655
11.8,120.0,3.0,2.0,quận 7,0.09833333333333334
3.75,80.0,2.0,2.0,quận 10,0.046875
1.06,60.0,2.0,2.0,quận 6,0.017666666666666667
6.95,108.0,3.0,2.0,quận 10,0.06435185185185185
2.155,54.0,1.0,1.0,bình thạnh,0.039907407407407405
5.0,78.0,2.0,2.0,bình chánh,0.0641025641025641
3.17,69.0,2.0,2.0,thủ đức,0.04594202898550725
6.35,59.0,2.0,2.0,quận 2,0.10762711864406779
35.0,650.0,5.0,5.0,quận 5,0.05384615384615385
16.0,121.0,3.0,2.0,quận 1,0.1322314049586777
4.2,51.93,2.0,1.0,quận 7,0.08087810514153669
2.4,89.0,3.0,3.0,quận 6,0.02696629213483146
8.0,80.0,2.0,2.0,quận 2,0.1
2.55,69.0,2.0,2.0,quận 9,0.03695652173913043
89.0,329.8,8.0,6.0,quận 7,0.2698605215281989
4.85,60.0,1.0,1.0,quận 7,0.08083333333333333
3.2,40.0,1.0,1.0,phú nhuận,0.08
5.38,98.11,3.0,2.0,nhà bè,0.054836408113342165
3.4,59.2,2.0,14.0,quận 9,0.05743243243243243
4.4,110.0,2.0,2.0,quận 8,0.04
11.0,76.0,2.0,2.0,quận 2,0.14473684210526316
3.4,62.5,2.0,2.0,quận 9,0.0544
12.9,120.0,3.0,2.0,quận 2,0.1075
11.2,101.1,3.0,2.0,quận 2,0.11078140454995054
5.5,150.0,3.0,2.0,quận 8,0.03666666666666667
24.9,189.0,16.0,17.0,quận 2,0.13174603174603175
3.29,54.0,3.0,3.0,phú nhuận,0.060925925925925925
9.2,90.0,2.0,2.0,quận 2,0.10222222222222221
6.3,52.0,1.0,1.0,quận 2,0.12115384615384615
30.0,152.0,3.0,3.0,quận 2,0.19736842105263158
32.5,111.0,3.0,2.0,quận 2,0.2927927927927928
3.3,69.0,2.0,2.0,quận 9,0.047826086956521734
4.1,71.0,2.0,2.0,nhà bè,0.05774647887323943
2.2,59.0,2.0,1.0,quận 9,0.03728813559322034
6.27,107.0,4.0,0.0,quận 12,0.05859813084112149
2.6,50.0,1.0,1.0,quận 7,0.052000000000000005
9.0,58.0,5.0,6.0,quận 3,0.15517241379310345
17.0,144.0,4.0,4.0,quận 3,0.11805555555555555
2.25,58.0,2.0,1.0,quận 9,0.03879310344827586
7.6,79.0,2.0,2.0,quận 7,0.09620253164556962
3.87,154.0,4.0,3.0,bình thạnh,0.02512987012987013
2.585,102.0,3.0,2.0,quận 4,0.02534313725490196
2.58,59.0,2.0,2.0,bình chánh,0.04372881355932204
4.1,87.0,3.0,2.0,quận 9,0.047126436781609195
3.6,82.0,2.0,2.0,quận 3,0.04390243902439025
2.655,68.0,2.0,2.0,bình thạnh,0.03904411764705882
3.25,70.0,2.0,2.0,bình tân,0.04642857142857143
2.5,45.0,2.0,0.0,quận 3,0.05555555555555555
0.005,35.0,1.0,1.0,bình thạnh,0.00014285714285714287
5.7,57.0,2.0,1.0,quận 3,0.1
2.85,82.0,3.0,2.0,quận 9,0.03475609756097561
13.5,100.0,2.0,2.0,quận 2,0.135
1.67,76.0,2.0,2.0,quận 3,0.021973684210526315
7.5,90.0,2.0,2.0,quận 4,0.08333333333333333
2.18,79.0,2.0,2.0,quận 9,0.027594936708860762
1.19,66.0,3.0,2.0,quận 8,0.01803030303030303
1.93,157.0,4.0,4.0,quận 2,0.012292993630573248
25.0,162.0,2.0,2.0,quận 2,0.15432098765432098
12.0,103.4,3.0,2.0,quận 2,0.11605415860735009
1.88,52.0,2.0,1.0,bình thạnh,0.036153846153846154
2.42,59.1,2.0,1.0,quận 9,0.04094754653130287
5.4,48.2,1.0,1.0,quận 2,0.11203319502074689
13.2,116.0,3.0,2.0,bình thạnh,0.11379310344827585
4.574,63.4,2.0,2.0,quận 9,0.07214511041009464
8.0,46.11,1.0,1.0,quận 2,0.1734981565820863
27.5,325.0,3.0,4.0,quận 2,0.08461538461538462
2.65,43.0,1.0,1.0,quận 9,0.06162790697674418
2.5,59.0,2.0,1.0,quận 9,0.0423728813559322
4.4,70.0,2.0,2.0,nhà bè,0.06285714285714286
5.1,72.0,2.0,2.0,quận 9,0.07083333333333333
10.2,88.0,2.0,2.0,quận 2,0.1159090909090909
23.0,140.0,3.0,2.0,quận 2,0.16428571428571428
4.5,80.0,2.0,2.0,bình tân,0.05625
7.05,48.2,1.0,1.0,quận 2,0.14626556016597508
3.0,69.3,2.0,2.0,quận 9,0.043290043290043295
2.1,47.0,1.0,1.0,quận 9,0.04468085106382979
12.8,95.0,2.0,2.0,bình thạnh,0.13473684210526315
5.0,71.0,1.0,2.0,nhà bè,0.07042253521126761
2.35,59.0,2.0,2.0,quận 9,0.039830508474576275
2.9,60.0,2.0,2.0,quận 9,0.04833333333333333
1.775,75.0,2.0,2.0,quận 6,0.023666666666666666
11.5,113.0,3.0,3.0,quận 2,0.10176991150442478
2.78,59.0,2.0,2.0,quận 9,0.04711864406779661
1.87,50.0,2.0,2.0,bình chánh,0.0374
2.8,67.6,2.0,2.0,quận 9,0.04142011834319527
1.705,68.0,2.0,2.0,quận 7,0.025073529411764706
13.0,100.0,2.0,2.0,quận 2,0.13
18.0,126.0,4.0,4.0,quận 7,0.14285714285714285
11.5,88.0,2.0,2.0,quận 2,0.13068181818181818
8.3,82.0,2.0,2.0,bình thạnh,0.10121951219512196
3.0,86.0,3.0,2.0,quận 9,0.03488372093023256
3.05,53.2,1.0,1.0,quận 7,0.05733082706766917
12.0,80.0,2.0,2.0,quận 1,0.15
8.2,92.0,2.0,2.0,quận 2,0.0891304347826087
4.4,69.5,2.0,2.0,nhà bè,0.06330935251798561
5.5,71.0,2.0,2.0,quận 7,0.07746478873239436
24.6,90.0,2.0,2.0,quận 1,0.2733333333333334
30.0,100.0,8.0,6.0,gò vấp,0.3
4.85,58.0,2.0,1.0,quận 3,0.08362068965517241
17.5,80.0,20.0,20.0,bình thạnh,0.21875
4.12,1.0,2.0,2.0,quận 2,4.12
6.45,73.0,2.0,2.0,quận 10,0.08835616438356164
5.56,71.89,2.0,2.0,quận 9,0.07734038113784948
11.0,139.0,3.0,3.0,quận 10,0.07913669064748201
7.8,73.0,2.0,2.0,quận 2,0.10684931506849314
23.0,142.0,3.0,2.0,quận 2,0.1619718309859155
3.91,89.12,3.0,2.0,thủ đức,0.04387342908438061
5.999,72.0,2.0,2.0,quận 2,0.08331944444444445
1.92,48.0,2.0,2.0,gò vấp,0.04
2.46,105.0,3.0,2.0,quận 2,0.023428571428571427
7.0,52.0,4.0,4.0,bình tân,0.1346153846153846
7.9,68.0,2.0,2.0,quận 1,0.1161764705882353
3.7,90.0,3.0,2.0,quận 6,0.04111111111111111
32.0,193.0,3.0,3.0,quận 2,0.16580310880829016
5.75,100.0,3.0,2.0,quận 4,0.0575
6.0,68.0,2.0,2.0,quận 2,0.08823529411764706
6.6,71.0,2.0,2.0,quận 2,0.09295774647887324
10.8,112.0,2.0,2.0,quận 2,0.09642857142857143
4.8,92.0,3.0,2.0,quận 9,0.05217391304347826
2.68,63.0,1.0,1.0,quận 9,0.042539682539682544
3.0,69.2,2.0,2.0,quận 9,0.04335260115606936
5.0,103.6,3.0,2.0,quận 9,0.04826254826254826
2.38,53.0,2.0,1.0,quận 6,0.04490566037735849
13.5,100.0,3.0,2.0,bình thạnh,0.135
10.8,105.6,4.0,5.0,nhà bè,0.10227272727272728
1.25,1.0,2.0,2.0,quận 3,1.25
3.205,126.0,3.0,2.0,bình thạnh,0.025436507936507938
15.0,100.0,2.0,2.0,quận 2,0.15
1.37,102.0,3.0,2.0,quận 6,0.01343137254901961
12.0,50.0,1.0,1.0,quận 2,0.24
6.35,86.0,2.0,2.0,quận 10,0.07383720930232558
3.5,82.0,3.0,2.0,quận 9,0.042682926829268296
18.0,126.0,6.0,7.0,quận 7,0.14285714285714285
13.5,141.0,3.0,2.0,bình thạnh,0.09574468085106383
5.9,86.0,2.0,2.0,quận 10,0.0686046511627907
5.2,65.0,2.0,2.0,quận 2,0.08
3.8,56.0,3.0,1.0,quận 1,0.06785714285714285
2.6,59.0,2.0,2.0,bình chánh,0.04406779661016949
6.85,75.0,2.0,2.0,quận 2,0.09133333333333332
3.5,67.0,2.0,2.0,quận 6,0.05223880597014925
1.62,74.0,2.0,2.0,quận 5,0.021891891891891894
2.9,69.4,2.0,2.0,quận 9,0.04178674351585014
4.2,52.0,1.0,0.0,quận 2,0.08076923076923077
11.9,108.7,3.0,2.0,bình thạnh,0.10947562097516099
10.2,86.0,2.0,2.0,quận 7,0.11860465116279069
2.75,72.0,2.0,2.0,quận 9,0.03819444444444445
5.2,70.0,2.0,2.0,quận 9,0.07428571428571429
7.5,80.0,2.0,2.0,quận 4,0.09375
2.15,42.6,1.0,1.0,quận 9,0.05046948356807511
4.5,115.0,2.0,2.0,quận 8,0.0391304347826087
10.2,70.0,2.0,2.0,quận 1,0.1457142857142857
7.5,94.0,3.0,2.0,quận 7,0.0797872340425532
3.55,75.0,3.0,2.0,bình tân,0.04733333333333333
3.5,67.0,2.0,2.0,quận 7,0.05223880597014925
9.8,75.0,2.0,2.0,quận 2,0.13066666666666668
4.4,74.0,2.0,2.0,quận 9,0.05945945945945946
17.0,144.0,4.0,4.0,quận 3,0.11805555555555555
14.5,60.0,8.0,9.0,bình thạnh,0.24166666666666667
15.0,84.0,2.0,2.0,quận 2,0.17857142857142858
3.95,90.0,2.0,2.0,quận 3,0.043888888888888894
8.3,227.0,3.0,4.0,quận 8,0.03656387665198238
7.2,84.0,2.0,2.0,quận 4,0.08571428571428572
6.0,81.0,2.0,2.0,nhà bè,0.07407407407407407
1.55,95.0,3.0,2.0,quận 2,0.01631578947368421
6.8,68.9,2.0,2.0,quận 2,0.09869375907111755
8.5,96.0,3.0,2.0,quận 2,0.08854166666666667
9.0,90.0,2.0,2.0,quận 2,0.1
4.3,112.0,3.0,2.0,quận 9,0.03839285714285714
2.55,60.0,3.0,4.0,quận 8,0.042499999999999996
5.5,92.0,2.0,2.0,quận 4,0.059782608695652176
16.0,105.0,2.0,2.0,bình thạnh,0.1523809523809524
7.3,90.0,3.0,2.0,quận 10,0.0811111111111111
13.8,95.7,3.0,2.0,quận 2,0.14420062695924765
5.7,67.0,2.0,2.0,quận 9,0.08507462686567165
8.5,75.4,2.0,2.0,quận 2,0.11273209549071617
6.0,50.0,1.0,1.0,quận 1,0.12
8.7,75.4,2.0,2.0,quận 2,0.11538461538461536
1.689,95.0,3.0,2.0,quận 2,0.017778947368421054
0.001,100.0,10.0,20.0,quận 5,1e-05
4.4,70.45,2.0,2.0,nhà bè,0.0624556422995032
8.0,85.0,4.0,4.0,quận 9,0.09411764705882353
3.25,69.0,2.0,2.0,quận 9,0.04710144927536232
8.8,77.0,2.0,2.0,quận 2,0.1142857142857143
4.45,52.0,1.0,1.0,quận 9,0.08557692307692308
17.9,80.0,15.0,16.0,bình thạnh,0.22374999999999998
3.97,63.0,2.0,2.0,nhà bè,0.06301587301587303
3.135,72.0,2.0,2.0,quận 1,0.043541666666666666
13.0,128.0,3.0,2.0,bình thạnh,0.1015625
2.1,65.0,2.0,2.0,quận 6,0.03230769230769231
9.8,86.0,2.0,2.0,quận 10,0.11395348837209303
3.95,81.5,2.0,2.0,tân phú,0.04846625766871166
8.5,78.0,2.0,0.0,quận 2,0.10897435897435898
5.9,108.0,3.0,2.0,quận 9,0.05462962962962963
3.5,49.0,1.0,1.0,quận 9,0.07142857142857142
7.2,72.0,2.0,2.0,quận 2,0.1
5.9,150.0,3.0,3.0,quận 8,0.03933333333333334
2.0,54.0,2.0,1.0,quận 9,0.037037037037037035
4.4,92.0,3.0,2.0,quận 9,0.04782608695652174
2.35,59.0,2.0,1.0,quận 9,0.039830508474576275
4.64,73.52,2.0,2.0,quận 9,0.06311207834602829
16.5,90.0,5.0,6.0,quận 7,0.18333333333333332
2.9,81.0,2.0,2.0,quận 6,0.03580246913580247
8.0,107.0,3.0,2.0,quận 10,0.07476635514018691
3.39,79.0,2.0,2.0,quận 9,0.042911392405063295
3.456,94.0,3.0,2.0,bình thạnh,0.03676595744680851
19.5,71.0,2.0,2.0,quận 2,0.2746478873239437
12.0,115.0,3.0,2.0,quận 7,0.10434782608695652
1.689,95.0,3.0,2.0,quận 2,0.017778947368421054
1.37,64.0,2.0,2.0,quận 9,0.02140625
1.2,90.0,3.0,2.0,quận 6,0.013333333333333332
10.8,96.4,3.0,2.0,quận 2,0.11203319502074689
9.6,86.0,3.0,2.0,quận 2,0.11162790697674418
1.38,73.0,2.0,2.0,quận 8,0.018904109589041096
8.5,80.0,2.0,2.0,bình thạnh,0.10625
6.0,70.0,2.0,2.0,phú nhuận,0.08571428571428572
3.99,70.0,2.0,2.0,bình thạnh,0.057
9.0,76.2,2.0,2.0,quận 2,0.11811023622047244
4.85,58.0,2.0,1.0,quận 3,0.08362068965517241
16.0,127.0,3.0,2.0,quận 2,0.12598425196850394
23.0,367.4,7.0,7.0,tân phú,0.06260206859009254
1.4,31.0,1.0,1.0,quận 10,0.04516129032258064
3.18,69.0,2.0,2.0,bình chánh,0.04608695652173913
0.002,27.0,1.0,1.0,quận 6,7.407407407407407e-05
1.5,53.0,2.0,2.0,bình chánh,0.02830188679245283
4.4,70.0,2.0,2.0,nhà bè,0.06285714285714286
12.0,50.0,1.0,1.0,quận 2,0.24
9.7,88.0,2.0,2.0,quận 2,0.11022727272727272
1.79,70.0,2.0,0.0,quận 5,0.02557142857142857
6.0,80.0,2.0,2.0,quận 9,0.075
36.2,324.7,4.0,6.0,quận 2,0.11148752694795197
8.8,72.6,2.0,2.0,quận 2,0.12121212121212123
12.9,98.0,2.0,2.0,quận 2,0.13163265306122449
3.1,63.0,2.0,1.0,quận 9,0.049206349206349205
0.99,50.0,1.0,1.0,quận 1,0.019799999999999998
3.1,55.0,2.0,2.0,quận 2,0.056363636363636366
1.07,55.0,2.0,2.0,bình chánh,0.019454545454545457
15.9,72.0,4.0,5.0,quận 7,0.22083333333333333
6.5,95.28,3.0,2.0,quận 7,0.06821998320738874
15.0,80.0,10.0,11.0,bình thạnh,0.1875
4.0,82.0,3.0,2.0,quận 9,0.04878048780487805
6.2,90.0,2.0,2.0,quận 2,0.06888888888888889
10.6,75.0,2.0,2.0,quận 2,0.14133333333333334
29.0,126.0,3.0,4.0,quận 7,0.23015873015873015
7.5,78.0,2.0,2.0,quận 7,0.09615384615384616
15.0,72.0,5.0,6.0,quận 7,0.20833333333333334
12.0,71.7,2.0,2.0,quận 2,0.16736401673640167
9.5,110.0,3.0,2.0,quận 2,0.08636363636363636
2.65,59.0,2.0,2.0,bình chánh,0.044915254237288135
1.54,74.0,2.0,2.0,quận 6,0.02081081081081081
7.5,70.2,2.0,2.0,bình thạnh,0.10683760683760683
13.5,200.0,35.0,8.0,quận 9,0.0675
