price,area,bedrooms,bathrooms,address,price_per_m2
6.7,97.5,3.0,2.0,quận 9,0.06871794871794872
16.5,120.0,4.0,4.0,thủ đức,0.1375
33.0,151.0,2.0,2.0,quận 1,0.2185430463576159
7.0,82.0,2.0,2.0,quận 7,0.08536585365853659
9.7,86.0,3.0,2.0,quận 10,0.1127906976744186
10.0,74.0,2.0,2.0,quận 3,0.13513513513513514
10.0,93.0,3.0,2.0,quận 4,0.10752688172043011
4.8,71.42,2.0,2.0,nhà bè,0.06720806496779613
9.6,88.0,2.0,2.0,quận 2,0.10909090909090909
58.0,214.0,4.0,4.0,quận 2,0.27102803738317754
9.5,50.0,1.0,1.0,quận 1,0.19
3.12,90.0,2.0,2.0,bình thạnh,0.034666666666666665
14.7,117.0,3.0,2.0,quận 2,0.12564102564102564
2.5,64.0,2.0,2.0,quận 6,0.0390625
8.5,52.0,1.0,1.0,quận 2,0.16346153846153846
73.9,207.07,3.0,3.0,quận 2,0.3568841454580577
25.5,77.0,2.0,2.0,quận 2,0.33116883116883117
11.0,148.0,3.0,3.0,quận 7,0.07432432432432433
23.0,150.0,2.0,2.0,quận 7,0.15333333333333332
3.205,72.0,2.0,2.0,quận 3,0.04451388888888889
6.49,89.0,3.0,2.0,quận 7,0.07292134831460674
2.4,63.0,2.0,1.0,quận 9,0.03809523809523809
12.9,120.0,3.0,2.0,quận 2,0.1075
3.0,69.0,3.0,2.0,quận 9,0.043478260869565216
1.925,80.0,2.0,2.0,quận 3,0.0240625
1.585,102.0,3.0,2.0,bình thạnh,0.01553921568627451
80.0,292.0,5.0,4.0,quận 2,0.273972602739726
10.5,70.0,2.0,2.0,quận 1,0.15
11.9,116.0,3.0,2.0,quận 7,0.10258620689655172
3.4,81.7,3.0,2.0,quận 9,0.0416156670746634
3.165,80.0,2.0,2.0,bình thạnh,0.0395625
2.5,56.0,2.0,1.0,quận 9,0.044642857142857144
4.3,50.4,4.0,3.0,quận 8,0.08531746031746032
15.7,104.0,3.0,2.0,quận 2,0.15096153846153845
7.2,68.9,2.0,2.0,quận 2,0.10449927431059505
4.4,69.18,2.0,2.0,nhà bè,0.06360219716681122
2.6,59.0,2.0,2.0,bình chánh,0.04406779661016949
7.68,270.0,4.0,4.0,quận 6,0.028444444444444442
15.2,110.0,2.0,2.0,bình thạnh,0.13818181818181818
12.6,72.0,4.0,4.0,tân bình,0.175
15.0,120.0,3.0,2.0,bình thạnh,0.125
5.3,80.0,2.0,2.0,nhà bè,0.06625
4.0,86.0,3.0,2.0,bình tân,0.046511627906976744
2.8,68.0,2.0,2.0,quận 9,0.041176470588235294
3.7,66.66,2.0,2.0,quận 7,0.05550555055505551
13.7,120.0,3.0,2.0,bình thạnh,0.11416666666666667
8.4,72.6,2.0,2.0,quận 2,0.11570247933884299
3.0,60.0,2.0,1.0,quận 9,0.05
10.3,98.0,2.0,2.0,quận 7,0.10510204081632654
6.5,86.0,2.0,2.0,quận 10,0.0755813953488372
1.393,122.0,3.0,3.0,quận 4,0.011418032786885246
23.7,200.0,3.0,2.0,quận 2,0.1185
5.3,73.0,2.0,2.0,quận 10,0.07260273972602739
3.61,53.0,1.0,1.0,tân phú,0.0681132075471698
20.6,80.0,2.0,2.0,quận 2,0.2575
2.67,50.0,1.0,1.0,quận 7,0.053399999999999996
3.4,92.0,2.0,2.0,quận 4,0.03695652173913044
5.5,58.0,2.0,1.0,quận 3,0.09482758620689655
10.3,118.0,3.0,2.0,quận 7,0.08728813559322035
52.0,166.0,13.0,13.0,quận 1,0.3132530120481928
7.7,103.0,3.0,2.0,quận 10,0.07475728155339806
10.5,74.2,2.0,2.0,quận 2,0.14150943396226415
17.024,128.0,3.0,3.0,quận 5,0.133
3.6,54.0,1.0,1.0,quận 9,0.06666666666666667
33.5,104.0,3.0,2.0,quận 2,0.32211538461538464
14.0,115.0,3.0,2.0,bình thạnh,0.12173913043478261
7.3,86.0,2.0,2.0,quận 10,0.08488372093023255
15.6,132.0,3.0,2.0,quận 2,0.11818181818181818
3.2,69.2,2.0,2.0,quận 9,0.046242774566473986
7.8,75.4,2.0,2.0,quận 2,0.10344827586206895
21.5,77.0,2.0,2.0,quận 2,0.2792207792207792
5.6,78.0,1.0,1.0,quận 10,0.07179487179487179
3.34,48.9,1.0,1.0,quận 9,0.06830265848670757
3.15,65.0,2.0,2.0,tân bình,0.04846153846153846
51.0,160.0,6.0,5.0,quận 2,0.31875
3.339,110.0,3.0,2.0,bình thạnh,0.030354545454545453
19.0,142.0,3.0,3.0,quận 2,0.13380281690140844
18.0,127.0,3.0,2.0,quận 2,0.14173228346456693
4.03,72.0,2.0,2.0,quận 7,0.05597222222222223
1.05,65.0,2.0,2.0,quận 6,0.016153846153846154
4.9,81.5,3.0,2.0,quận 9,0.060122699386503074
2.1,47.0,1.0,1.0,quận 9,0.04468085106382979
24.0,175.0,4.0,4.0,quận 9,0.13714285714285715
3.0,72.0,2.0,2.0,tân bình,0.041666666666666664
2.1,47.1,1.0,1.0,quận 9,0.0445859872611465
40.9,241.0,4.0,4.0,quận 5,0.16970954356846474
13.5,77.0,2.0,2.0,quận 1,0.17532467532467533
2.7,53.0,1.0,1.0,quận 7,0.0509433962264151
6.7,89.0,2.0,2.0,quận 2,0.07528089887640449
10.5,121.0,3.0,2.0,quận 7,0.08677685950413223
14.5,80.0,5.0,5.0,quận 7,0.18125
3.2,40.0,1.0,1.0,phú nhuận,0.08
12.3,85.0,3.0,3.0,thủ đức,0.14470588235294118
3.9,65.0,2.0,0.0,quận 12,0.06
7.6,135.6,4.0,0.0,thủ đức,0.05604719764011799
11.0,93.2,3.0,2.0,quận 2,0.11802575107296137
6.75,52.0,3.0,3.0,bình thạnh,0.12980769230769232
7.3,60.0,1.0,1.0,quận 2,0.12166666666666666
1.765,75.0,2.0,2.0,quận 5,0.023533333333333333
43.0,135.0,2.0,2.0,quận 1,0.31851851851851853
2.15,77.0,2.0,2.0,quận 3,0.02792207792207792
3.69,61.0,2.0,1.0,bình tân,0.06049180327868852
2.85,34.0,1.0,1.0,quận 9,0.08382352941176471
2.3,59.0,2.0,1.0,quận 9,0.03898305084745762
8.0,80.0,2.0,0.0,quận 2,0.1
1.92,48.0,2.0,2.0,gò vấp,0.04
1.53,72.0,2.0,2.0,quận 3,0.02125
3.35,60.0,2.0,2.0,quận 8,0.05583333333333333
8.0,97.0,2.0,2.0,quận 7,0.08247422680412371
2.065,88.0,2.0,2.0,quận 3,0.02346590909090909
5.4,64.3,2.0,2.0,quận 7,0.08398133748055989
3.5,50.0,1.0,1.0,quận 10,0.07
19.8,200.0,33.0,40.0,gò vấp,0.099
7.2,72.0,2.0,2.0,quận 3,0.1
14.5,70.0,7.0,7.0,bình thạnh,0.20714285714285716
3.5,48.7,1.0,1.0,quận 9,0.07186858316221766
4.85,70.62,2.0,2.0,quận 9,0.06867742849051259
4.5,80.0,2.0,2.0,bình tân,0.05625
3.65,75.0,3.0,2.0,quận 7,0.048666666666666664
2.19,51.0,2.0,1.0,quận 8,0.04294117647058823
55.0,170.0,4.0,3.0,quận 2,0.3235294117647059
5.3,75.3,2.0,2.0,quận 7,0.0703851261620186
3.99,72.0,2.0,2.0,quận 9,0.05541666666666667
4.7,115.0,2.0,2.0,quận 8,0.0408695652173913
8.6,152.0,3.0,2.0,quận 7,0.05657894736842105
2.03,47.2,1.0,1.0,quận 9,0.04300847457627118
6.5,106.0,3.0,2.0,gò vấp,0.06132075471698113
4.25,77.0,3.0,3.0,quận 9,0.05519480519480519
7.8,96.0,3.0,2.0,quận 2,0.08125
4.5,115.0,2.0,2.0,quận 8,0.0391304347826087
1.605,92.0,2.0,2.0,quận 3,0.017445652173913043
4.7,69.19,2.0,2.0,nhà bè,0.06792889145830323
2.65,52.0,1.0,1.0,tân bình,0.05096153846153846
3.7,66.66,2.0,2.0,quận 7,0.05550555055505551
16.9,83.0,2.0,2.0,quận 2,0.20361445783132529
14.5,90.0,4.0,4.0,quận 9,0.16111111111111112
4.4,70.45,2.0,2.0,nhà bè,0.0624556422995032
3.5,53.21,1.0,1.0,quận 9,0.06577710956587107
3.15,65.0,2.0,1.0,quận 9,0.04846153846153846
5.15,73.0,2.0,2.0,quận 10,0.07054794520547945
6.49,45.0,2.0,2.0,tân bình,0.14422222222222222
4.3,60.0,1.0,1.0,quận 10,0.07166666666666667
5.3,100.0,2.0,2.0,quận 10,0.053
3.5,83.0,2.0,2.0,quận 8,0.04216867469879518
2.0,50.0,2.0,2.0,bình thạnh,0.04
35.0,163.0,3.0,2.0,quận 1,0.2147239263803681
5.3,75.0,2.0,2.0,quận 4,0.07066666666666667
15.5,108.0,3.0,2.0,bình thạnh,0.14351851851851852
10.0,94.0,2.0,2.0,quận 2,0.10638297872340426
1.95,31.0,1.0,1.0,quận 9,0.06290322580645161
7.0,74.0,2.0,2.0,quận 2,0.0945945945945946
3.45,70.0,2.0,2.0,quận 7,0.04928571428571429
2.68,43.0,1.0,1.0,quận 9,0.06232558139534884
0.797,30.0,1.0,1.0,quận 12,0.02656666666666667
11.0,138.0,3.0,2.0,quận 7,0.07971014492753623
2.2,50.0,1.0,1.0,nhà bè,0.044000000000000004
5.3,69.6,2.0,2.0,quận 7,0.07614942528735633
3.6,66.66,2.0,2.0,quận 7,0.05400540054005401
2.8,59.0,2.0,1.0,quận 9,0.04745762711864406
5.3,67.64,2.0,2.0,quận 7,0.07835600236546422
3.7,110.0,3.0,2.0,quận 8,0.03363636363636364
3.7,67.0,2.0,2.0,quận 7,0.05522388059701493
17.5,94.0,2.0,2.0,quận 2,0.18617021276595744
11.8,120.0,3.0,3.0,quận 2,0.09833333333333334
12.45,105.0,3.0,2.0,quận 1,0.11857142857142856
17.5,90.0,2.0,2.0,quận 2,0.19444444444444445
33.0,78.0,2.0,0.0,quận 1,0.4230769230769231
4.3,49.0,1.0,1.0,quận 9,0.08775510204081632
28.0,120.0,6.0,6.0,gò vấp,0.23333333333333334
5.93,88.0,3.0,2.0,quận 7,0.06738636363636363
1.58,102.0,3.0,2.0,quận 2,0.015490196078431374
19.7,80.0,2.0,2.0,quận 2,0.24625
105.0,140.0,1.0,1.0,quận 2,0.75
3.3,53.91,1.0,1.0,quận 9,0.06121313299944352
6.85,81.0,2.0,2.0,quận 4,0.0845679012345679
3.0,60.0,2.0,2.0,quận 9,0.05
2.65,63.0,2.0,2.0,quận 6,0.04206349206349206
5.4,80.0,2.0,2.0,thủ đức,0.0675
3.125,86.0,2.0,2.0,bình thạnh,0.036337209302325583
21.5,60.0,1.0,1.0,quận 1,0.35833333333333334
5.2,65.0,2.0,2.0,quận 7,0.08
2.3,47.1,1.0,1.0,quận 9,0.048832271762208064
7.4,72.0,2.0,2.0,quận 2,0.10277777777777779
2.2,55.0,2.0,2.0,bình thạnh,0.04
43.0,139.0,2.0,2.0,quận 1,0.30935251798561153
6.49,52.0,5.0,0.0,tân bình,0.12480769230769231
5.5,93.0,3.0,2.0,nhà bè,0.05913978494623656
23.5,148.7,3.0,3.0,quận 2,0.15803631472763954
12.0,89.0,2.0,2.0,quận 2,0.1348314606741573
2.6,48.0,2.0,1.0,nhà bè,0.05416666666666667
2.4,53.0,1.0,1.0,thủ đức,0.045283018867924525
14.9,108.0,3.0,2.0,quận 10,0.13796296296296295
8.6,90.0,2.0,2.0,bình thạnh,0.09555555555555555
2.9,70.0,2.0,2.0,quận 9,0.041428571428571426
3.7,65.0,2.0,1.0,quận 4,0.05692307692307692
5.999,72.0,2.0,2.0,quận 2,0.08331944444444445
4.65,70.0,2.0,2.0,quận 6,0.06642857142857143
12.5,101.1,3.0,2.0,quận 2,0.12363996043521266
7.8,71.7,2.0,2.0,quận 2,0.10878661087866108
2.2,46.0,2.0,1.0,gò vấp,0.04782608695652174
23.95,100.0,6.0,6.0,gò vấp,0.2395
11.5,113.0,3.0,2.0,quận 2,0.10176991150442478
2.1,51.0,2.0,1.0,bình thạnh,0.041176470588235294
2.65,74.0,2.0,2.0,quận 8,0.03581081081081081
2.2,60.0,2.0,1.0,quận 9,0.03666666666666667
5.54,80.0,2.0,2.0,quận 9,0.06925
1.69,65.0,2.0,2.0,quận 6,0.026
28.9,140.0,30.0,30.0,bình thạnh,0.2064285714285714
6.2,70.0,2.0,2.0,quận 2,0.08857142857142858
4.69,67.0,2.0,2.0,nhà bè,0.07
3.79,60.0,4.0,3.0,phú nhuận,0.06316666666666666
3.5,59.0,2.0,2.0,quận 9,0.059322033898305086
15.9,136.0,3.0,2.0,bình thạnh,0.11691176470588235
6.7,86.0,2.0,2.0,quận 10,0.07790697674418605
2.06,46.0,1.0,1.0,quận 9,0.044782608695652176
27.0,100.0,2.0,2.0,quận 2,0.27
4.3,59.6,2.0,1.0,quận 7,0.0721476510067114
2.5,53.0,1.0,1.0,quận 7,0.04716981132075472
35.2,324.0,3.0,5.0,quận 2,0.10864197530864199
7.8,71.7,2.0,2.0,quận 2,0.10878661087866108
3.1,70.0,2.0,2.0,thủ đức,0.04428571428571429
1.8,30.0,1.0,1.0,quận 9,0.060000000000000005
16.99,156.0,4.0,4.0,thủ đức,0.1089102564102564
3.05,53.0,2.0,1.0,quận 7,0.05754716981132075
4.65,71.42,2.0,2.0,nhà bè,0.06510781293755251
20.6,58.1,1.0,1.0,quận 1,0.35456110154905335
10.0,60.0,1.0,1.0,quận 2,0.16666666666666666
3.555,72.0,2.0,2.0,quận 3,0.049375
1.77,60.0,2.0,1.0,quận 3,0.029500000000000002
5.7,74.0,2.0,2.0,quận 9,0.07702702702702703
22.0,63.0,2.0,2.0,quận 1,0.3492063492063492
3.95,100.0,3.0,3.0,quận 9,0.0395
6.0,51.7,1.0,1.0,quận 2,0.11605415860735009
5.9,78.0,4.0,5.0,bình tân,0.07564102564102565
18.0,102.0,3.0,2.0,quận 2,0.17647058823529413
28.5,121.0,3.0,2.0,quận 1,0.23553719008264462
2.14,101.0,3.0,2.0,quận 3,0.02118811881188119
1.85,34.0,1.0,1.0,quận 9,0.054411764705882354
7.5,80.0,6.0,5.0,tân phú,0.09375
5.4,81.56,3.0,2.0,nhà bè,0.06620892594409024
7.17,65.0,2.0,2.0,quận 2,0.1103076923076923
9.2,120.0,3.0,2.0,quận 7,0.07666666666666666
16.5,121.0,3.0,2.0,quận 1,0.13636363636363635
2.9,54.0,2.0,1.0,tân phú,0.053703703703703705
14.4,106.0,2.0,2.0,bình thạnh,0.13584905660377358
4.4,70.45,2.0,2.0,nhà bè,0.0624556422995032
2.5,58.5,2.0,1.0,quận 9,0.042735042735042736
8.4,90.0,2.0,2.0,quận 2,0.09333333333333334
2.5,62.0,2.0,2.0,bình thạnh,0.04032258064516129
12.8,96.4,3.0,2.0,quận 2,0.13278008298755187
11.0,140.0,4.0,5.0,gò vấp,0.07857142857142857
23.5,71.0,2.0,2.0,quận 2,0.33098591549295775
11.5,80.0,2.0,2.0,quận 1,0.14375
7.0,100.0,3.0,2.0,quận 5,0.07
2.65,50.0,1.0,1.0,tân bình,0.053
2.8,70.0,2.0,2.0,quận 5,0.04
53.0,205.0,4.0,3.0,quận 1,0.25853658536585367
13.5,80.0,1.0,1.0,quận 2,0.16875
2.69,72.0,2.0,2.0,quận 5,0.03736111111111111
4.15,57.0,2.0,2.0,quận 7,0.07280701754385965
7.7,72.0,2.0,2.0,quận 3,0.10694444444444445
2.26,1.0,2.0,2.0,quận 3,2.26
8.1,88.0,2.0,2.0,bình thạnh,0.09204545454545454
13.6,119.0,3.0,2.0,quận 2,0.11428571428571428
1.45,64.0,2.0,2.0,quận 3,0.02265625
7.2,81.5,2.0,2.0,quận 4,0.08834355828220859
4.4,74.0,2.0,2.0,quận 9,0.05945945945945946
1.51,90.0,3.0,2.0,quận 5,0.016777777777777777
1.35,69.0,2.0,2.0,quận 5,0.01956521739130435
4.8,51.24,1.0,1.0,quận 9,0.09367681498829039
3.35,69.2,2.0,2.0,quận 9,0.04841040462427745
11.3,64.0,1.0,1.0,quận 2,0.1765625
3.45,61.0,2.0,1.0,thủ đức,0.05655737704918033
10.0,85.5,4.0,5.0,tân phú,0.11695906432748537
3.5,74.0,2.0,2.0,quận 9,0.0472972972972973
16.8,135.0,3.0,2.0,quận 2,0.12444444444444445
3.35,75.0,2.0,2.0,bình thạnh,0.04466666666666667
2.4,45.0,2.0,1.0,bình thạnh,0.05333333333333333
4.5,70.68,2.0,2.0,nhà bè,0.06366723259762308
2.8,74.0,2.0,2.0,quận 8,0.03783783783783783
5.0,79.0,2.0,2.0,quận 10,0.06329113924050633
9.2,88.0,2.0,2.0,quận 2,0.10454545454545454
4.12,1.0,2.0,2.0,quận 2,4.12
8.25,48.0,6.0,0.0,quận 3,0.171875
3.5,74.77,2.0,2.0,nhà bè,0.04681021800187241
24.6,110.0,3.0,3.0,quận 1,0.22363636363636366
3.5,67.37,2.0,2.0,quận 7,0.05195190737717084
3.8,92.0,3.0,2.0,quận 4,0.041304347826086954
3.125,85.0,2.0,2.0,quận 4,0.03676470588235294
13.0,96.0,2.0,2.0,quận 2,0.13541666666666666
8.95,101.0,3.0,2.0,quận 4,0.08861386138613861
48.0,154.8,5.0,5.0,bình thạnh,0.31007751937984496
2.9,63.0,1.0,1.0,quận 9,0.04603174603174603
10.5,88.0,2.0,2.0,quận 2,0.11931818181818182
8.15,56.2,5.0,5.0,gò vấp,0.14501779359430605
13.5,130.0,3.0,2.0,quận 7,0.10384615384615385
9.2,100.0,3.0,2.0,quận 4,0.092
1.65,95.0,2.0,2.0,quận 6,0.017368421052631578
24.0,160.0,4.0,0.0,bình thạnh,0.15
5.4,95.0,3.0,2.0,nhà bè,0.056842105263157895
2.1,47.1,1.0,1.0,quận 9,0.0445859872611465
45.0,170.0,4.0,3.0,quận 2,0.2647058823529412
9.5,118.0,3.0,2.0,quận 7,0.08050847457627118
1.53,72.0,2.0,2.0,quận 3,0.02125
6.8,58.0,2.0,1.0,quận 3,0.11724137931034483
2.0,50.0,2.0,0.0,bình thạnh,0.04
19.9,139.0,4.0,0.0,quận 10,0.14316546762589927
4.6,110.0,3.0,2.0,quận 8,0.04181818181818182
8.34,95.66,3.0,2.0,quận 9,0.08718377587288313
2.6,25.0,2.0,1.0,gò vấp,0.10400000000000001
19.0,142.0,3.0,3.0,quận 2,0.13380281690140844
13.2,53.1,10.0,11.0,phú nhuận,0.2485875706214689
25.5,100.0,5.0,4.0,gò vấp,0.255
9.5,110.0,3.0,2.0,quận 7,0.08636363636363636
3.555,72.0,2.0,2.0,quận 3,0.049375
14.0,100.0,2.0,2.0,quận 2,0.14
36.0,217.0,3.0,4.0,quận 2,0.16589861751152074
37.5,126.0,4.0,5.0,quận 7,0.2976190476190476
7.5,73.2,2.0,2.0,quận 2,0.10245901639344263
2.38,59.1,2.0,1.0,quận 9,0.04027072758037225
2.6,57.0,1.0,1.0,quận 8,0.0456140350877193
6.4,86.0,2.0,2.0,quận 10,0.07441860465116279
4.4,70.0,2.0,2.0,nhà bè,0.06285714285714286
8.19,96.98,3.0,2.0,quận 9,0.0844504021447721
7.2,108.0,2.0,2.0,quận 10,0.06666666666666667
5.5,40.0,1.0,1.0,quận 6,0.1375
27.0,140.0,3.0,3.0,quận 2,0.19285714285714287
8.0,80.0,2.0,2.0,bình thạnh,0.1
3.8,82.0,2.0,2.0,quận 8,0.046341463414634146
2.485,100.0,3.0,2.0,quận 9,0.024849999999999997
3.65,50.0,1.0,1.0,quận 10,0.073
10.0,98.0,2.0,2.0,quận 2,0.10204081632653061
2.89,100.0,2.0,1.0,quận 5,0.028900000000000002
6.27,57.77,1.0,1.0,quận 2,0.1085338410939934
3.5,86.0,3.0,2.0,quận 5,0.040697674418604654
2.68,69.2,2.0,2.0,quận 9,0.03872832369942197
9.8,71.7,2.0,2.0,quận 2,0.13668061366806136
3.515,68.0,2.0,2.0,quận 5,0.05169117647058824
10.0,100.0,2.0,2.0,quận 2,0.1
31.0,78.0,2.0,2.0,quận 1,0.3974358974358974
3.588,81.0,2.0,2.0,quận 4,0.0442962962962963
20.0,54.0,1.0,1.0,quận 1,0.37037037037037035
4.4,69.16,2.0,2.0,nhà bè,0.06362058993637942
7.0,56.5,4.0,4.0,bình chánh,0.12389380530973451
14.0,94.0,3.0,2.0,quận 1,0.14893617021276595
4.65,67.32,2.0,2.0,quận 9,0.06907308377896615
4.2,50.0,1.0,1.0,bình tân,0.084
22.0,92.0,2.0,2.0,quận 2,0.2391304347826087
1.605,92.0,2.0,2.0,quận 3,0.017445652173913043
10.5,92.0,2.0,2.0,quận 2,0.11413043478260869
1.55,61.0,2.0,2.0,quận 2,0.02540983606557377
11.0,80.0,2.0,2.0,quận 1,0.1375
5.75,150.0,3.0,2.0,quận 8,0.03833333333333333
135.0,340.0,8.0,6.0,quận 2,0.39705882352941174
1.305,60.5,2.0,2.0,quận 10,0.021570247933884297
1.645,84.0,2.0,2.0,quận 4,0.019583333333333335
2.85,26.0,3.0,2.0,quận 4,0.10961538461538461
8.0,63.8,1.0,1.0,quận 2,0.12539184952978058
4.65,80.0,2.0,2.0,bình tân,0.058125
9.9,82.0,2.0,2.0,bình thạnh,0.12073170731707318
11.5,88.0,2.0,2.0,quận 2,0.13068181818181818
1.485,85.0,3.0,2.0,quận 8,0.01747058823529412
105.0,140.0,1.0,1.0,quận 2,0.75
10.0,78.0,2.0,1.0,quận 1,0.1282051282051282
2.7,69.4,2.0,2.0,quận 9,0.03890489913544669
15.5,143.0,3.0,3.0,quận 2,0.10839160839160839
35.0,155.0,3.0,2.0,quận 2,0.22580645161290322
31.0,78.22,2.0,2.0,quận 1,0.3963180772181028
2.48,59.1,2.0,1.0,quận 9,0.04196277495769882
11.3,108.0,3.0,2.0,bình thạnh,0.10462962962962964
100.0,530.0,4.0,6.0,quận 2,0.18867924528301888
10.0,129.0,4.0,3.0,quận 7,0.07751937984496124
2.45,60.0,2.0,1.0,quận 5,0.04083333333333334
2.35,49.0,1.0,1.0,quận 9,0.04795918367346939
1.28,1.0,2.0,2.0,quận 3,1.28
3.0,65.0,1.0,1.0,quận 9,0.046153846153846156
6.7,86.0,2.0,2.0,quận 10,0.07790697674418605
6.1,55.0,4.0,4.0,thủ đức,0.1109090909090909
11.0,79.0,2.0,2.0,quận 2,0.13924050632911392
7.9,75.0,2.0,2.0,quận 4,0.10533333333333333
3.7,49.0,1.0,1.0,quận 4,0.07551020408163266
12.0,70.0,2.0,2.0,quận 2,0.17142857142857143
10.1,50.0,1.0,1.0,quận 2,0.20199999999999999
5.85,49.4,1.0,1.0,quận 2,0.11842105263157894
2.3,59.0,2.0,1.0,quận 9,0.03898305084745762
2.03,90.0,3.0,2.0,quận 3,0.022555555555555554
1.53,72.0,2.0,2.0,quận 3,0.02125
3.2,101.0,2.0,2.0,quận 6,0.031683168316831684
17.0,71.0,2.0,2.0,quận 2,0.23943661971830985
13.9,107.0,3.0,2.0,quận 7,0.12990654205607477
18.0,128.0,3.0,2.0,quận 5,0.140625
35.0,154.0,3.0,2.0,quận 2,0.22727272727272727
12.5,67.1,3.0,4.0,quận 3,0.18628912071535023
9.1,65.0,1.0,1.0,quận 2,0.13999999999999999
3.05,92.0,3.0,2.0,quận 8,0.033152173913043474
16.8,363.0,16.0,17.0,quận 9,0.046280991735537194
7.5,55.0,1.0,1.0,bình thạnh,0.13636363636363635
4.3,74.0,2.0,2.0,bình tân,0.058108108108108104
3.2,67.8,2.0,2.0,quận 9,0.04719764011799411
6.0,105.0,3.0,2.0,quận 4,0.05714285714285714
2.48,50.0,1.0,1.0,quận 7,0.0496
4.9,72.0,2.0,2.0,quận 10,0.06805555555555556
3.8,57.0,1.0,1.0,quận 4,0.06666666666666667
7.5,71.42,2.0,2.0,nhà bè,0.10501260151218146
6.02,53.0,1.0,1.0,quận 1,0.11358490566037735
8.5,80.0,3.0,2.0,quận 3,0.10625
3.65,78.0,2.0,2.0,quận 8,0.046794871794871795
11.0,90.0,2.0,2.0,quận 5,0.12222222222222222
4.3,67.0,2.0,2.0,tân phú,0.06417910447761194
2.0,58.0,2.0,2.0,bình thạnh,0.034482758620689655
0.007,170.0,3.0,3.0,quận 4,4.11764705882353e-05
5.27,73.0,2.0,2.0,quận 10,0.07219178082191781
2.34,67.0,3.0,1.0,quận 5,0.03492537313432836
3.25,50.0,1.0,1.0,quận 9,0.065
1.705,110.0,3.0,3.0,quận 2,0.0155
8.5,96.0,3.0,2.0,quận 2,0.08854166666666667
5.7,57.0,2.0,1.0,quận 3,0.1
6.8,58.0,2.0,1.0,quận 3,0.11724137931034483
6.2,58.0,2.0,1.0,quận 3,0.10689655172413794
5.4,76.0,3.0,2.0,bình chánh,0.07105263157894737
7.8,44.0,6.0,7.0,quận 3,0.17727272727272728
52.0,129.5,4.0,4.0,quận 7,0.4015444015444015
7.5,77.4,2.0,2.0,quận 8,0.09689922480620154
12.9,79.0,5.0,6.0,gò vấp,0.16329113924050634
2.8,67.0,2.0,2.0,nhà bè,0.0417910447761194
6.5,83.0,3.0,2.0,quận 4,0.0783132530120482
2.89,1.0,2.0,2.0,quận 3,2.89
13.0,98.0,2.0,2.0,bình thạnh,0.1326530612244898
11.3,111.0,3.0,2.0,bình thạnh,0.1018018018018018
5.3,67.0,2.0,2.0,quận 9,0.0791044776119403
12.9,113.0,3.0,2.0,quận 2,0.11415929203539824
6.0,100.0,3.0,2.0,quận 4,0.06
1.45,64.0,2.0,2.0,quận 3,0.02265625
6.5,94.79,3.0,2.0,quận 7,0.06857263424411858
18.0,97.0,2.0,2.0,quận 2,0.18556701030927836
1.47,1.0,2.0,2.0,quận 3,1.47
7.8,100.0,3.0,0.0,quận 9,0.078
1.835,81.0,2.0,2.0,quận 4,0.02265432098765432
2.05,82.0,2.0,2.0,quận 4,0.024999999999999998
6.65,86.0,2.0,2.0,quận 10,0.07732558139534884
2.05,47.0,1.0,1.0,quận 9,0.04361702127659574
2.65,63.0,2.0,1.0,quận 9,0.04206349206349206
8.8,88.0,2.0,1.0,quận 2,0.1
3.555,72.0,2.0,2.0,quận 3,0.049375
1.65,52.0,1.0,1.0,quận 3,0.03173076923076923
17.0,102.0,3.0,3.0,quận 2,0.16666666666666666
42.0,191.0,4.0,3.0,quận 2,0.2198952879581152
10.8,106.0,3.0,2.0,bình thạnh,0.1018867924528302
7.0,88.0,3.0,2.0,quận 2,0.07954545454545454
3.15,47.15,2.0,3.0,quận 3,0.06680805938494168
18.0,70.57,2.0,2.0,quận 2,0.2550658920221057
3.15,53.91,1.0,1.0,quận 9,0.05843071786310518
43.0,205.0,4.0,4.0,quận 1,0.2097560975609756
4.4,61.0,2.0,2.0,quận 10,0.07213114754098361
5.85,147.0,3.0,3.0,quận 8,0.03979591836734694
12.9,78.0,5.0,6.0,gò vấp,0.16538461538461538
13.5,100.0,4.0,6.0,thủ đức,0.135
6.73,52.7,1.0,1.0,quận 2,0.12770398481973436
3.99,53.0,2.0,2.0,thủ đức,0.07528301886792453
3.1,63.0,2.0,2.0,quận 9,0.049206349206349205
27.5,120.0,1.0,5.0,thủ đức,0.22916666666666666
3.2,70.0,2.0,1.0,quận 5,0.045714285714285714
3.75,68.0,2.0,2.0,thủ đức,0.05514705882352941
6.9,86.6,2.0,2.0,tân phú,0.07967667436489609
9.71,71.67,2.0,2.0,quận 2,0.13548207060136738
5.2,70.0,2.0,2.0,quận 6,0.07428571428571429
1.77,60.0,2.0,1.0,quận 3,0.029500000000000002
4.35,69.5,2.0,2.0,quận 9,0.06258992805755395
9.0,75.84,2.0,2.0,quận 2,0.11867088607594936
6.799,82.0,2.0,2.0,quận 7,0.08291463414634147
2.75,69.0,2.0,2.0,quận 9,0.03985507246376811
4.0,68.0,3.0,2.0,bình tân,0.058823529411764705
2.8,50.0,1.0,1.0,tân bình,0.055999999999999994
1.52,55.0,2.0,1.0,quận 5,0.027636363636363636
